Time	HPCVapLvMFrac[*,42,'Nitrogen']	HPCCondPrdtMFlow[*]
0.0	0.9995530627755672	1594.940814936747
0.01694915254237288	0.9995530625962684	1594.940814971286
0.03389830508474576	0.999553062486833	1594.9408149785538
0.05084745762711865	0.9995530624307865	1594.9408149663846
0.06779661016949153	0.9995530624116544	1594.9408149426126
0.0847457627118644	0.9995530624129623	1594.9408149150722
0.1016949152542373	0.9995482501578679	2203.6337738120637
0.11864406779661017	0.9995140084792205	5295.718019265914
0.13559322033898305	0.9995000882869772	4471.127989939385
0.15254237288135594	0.9994994659314987	1913.4337964876613
0.1694915254237288	0.9995051177631458	-193.7944504340703
0.1864406779661017	0.9995100201322787	333.0133598294051
0.2033898305084746	0.9995089220800744	3422.0529316096217
0.22033898305084745	0.9995101088523674	1257.7674675349845
0.23728813559322035	0.9995112651900578	764.8222857110086
0.2542372881355932	0.9995123746327816	1228.9693715994945
0.2711864406779661	0.9995134207201747	1935.9607106627664
0.288135593220339	0.9995143869918727	2171.5482883628574
0.3050847457627119	0.9995152590215759	1673.4953264044284
0.3220338983050847	0.9995160471758447	1673.497909115625
0.3389830508474576	0.9995167598236822	1673.5004511851091
0.3559322033898305	0.9995174021425544	1673.5029573579727
0.3728813559322034	0.9995179793099277	1673.5054323793074
0.3898305084745763	0.9995184965032685	1673.5078809942052
0.4067796610169492	0.9995189593282882	1673.5103073291073
0.423728813559322	0.9995193756464003	1673.5127138634475
0.4406779661016949	0.9995197496996693	1673.515102861885
0.4576271186440678	0.9995200849790327	1673.517475855947
0.4745762711864407	0.9995203849754275	1673.5198343771601
0.4915254237288136	0.9995206531797911	1673.5221799570518
0.5084745762711864	0.9995208929672167	1673.5245138160242
0.5254237288135594	0.999521107673707	1673.5268365121537
0.5423728813559322	0.9995212994249765	1673.529148818656
0.559322033898305	0.9995214699966558	1673.5314513729284
0.576271186440678	0.9995216211643754	1673.533744812368
0.5932203389830508	0.999521754703766	1673.5360297743723
0.6101694915254238	0.9995218722465652	1673.5383067301407
0.6271186440677966	0.9995219753472886	1673.5405759862015
0.6440677966101694	0.9995220650803661	1673.5428380089404
0.6610169491525424	0.9995221423807453	1673.5450932296353
0.6779661016949152	0.9995222081833739	1673.5473420795647
0.6949152542372882	0.9995222634231997	1673.5495849900065
0.711864406779661	0.9995223089362906	1673.5518222888822
0.7288135593220338	0.9995223455372197	1673.5540542565363
0.7457627118644068	0.9995223738135721	1673.5562812659794
0.7627118644067796	0.9995223943005715	1673.5585036612226
0.7796610169491526	0.9995224075334422	1673.560721786278
0.7966101694915254	0.9995224140474082	1673.562935985157
0.8135593220338984	0.9995224143146718	1673.565146508207
0.8305084745762712	0.9995224088119361	1673.5673536394713
0.847457627118644	0.9995223978920307	1673.5695576624344
0.864406779661017	0.9995223818883506	1673.5717588578668
0.8813559322033898	0.9995223611342909	1673.5739575065409
0.8983050847457628	0.9995223359632465	1673.5761538892273
0.9152542372881356	0.9995223066669937	1673.5783482160355
0.9322033898305084	0.9995222735508312	1673.5805407283658
0.9491525423728814	0.9995222368421626	1673.5827316673458
0.9661016949152542	0.999522196761786	1673.5849212743167
0.9830508474576272	0.9995221535305	1673.5871097906204
1.0	0.9995221073668348	1673.5892974647331
